asset_id,host,role,owner,criticality,approved_task_roots,note
AST-00203,LAB-ASSET-0202,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00204,LAB-ASSET-0203,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00205,LAB-ASSET-0204,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00206,LAB-ASSET-0205,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00207,LAB-ASSET-0206,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00208,LAB-ASSET-0207,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00209,LAB-ASSET-0208,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00210,LAB-ASSET-0209,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00211,LAB-ASSET-0210,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00212,LAB-ASSET-0211,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00213,LAB-ASSET-0212,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00214,LAB-ASSET-0213,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00215,LAB-ASSET-0214,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00216,LAB-ASSET-0215,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00217,LAB-ASSET-0216,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00218,LAB-ASSET-0217,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00219,LAB-ASSET-0218,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00220,LAB-ASSET-0219,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00221,LAB-ASSET-0220,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00222,LAB-ASSET-0221,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00223,LAB-ASSET-0222,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00224,LAB-ASSET-0223,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00225,LAB-ASSET-0224,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00226,LAB-ASSET-0225,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00227,LAB-ASSET-0226,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00228,LAB-ASSET-0227,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00229,LAB-ASSET-0228,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00230,LAB-ASSET-0229,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00231,LAB-ASSET-0230,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00232,LAB-ASSET-0231,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00233,LAB-ASSET-0232,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00234,LAB-ASSET-0233,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00235,LAB-ASSET-0234,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00236,LAB-ASSET-0235,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00237,LAB-ASSET-0236,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00238,LAB-ASSET-0237,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00239,LAB-ASSET-0238,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00240,LAB-ASSET-0239,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00241,LAB-ASSET-0240,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00242,LAB-ASSET-0241,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00243,LAB-ASSET-0242,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00244,LAB-ASSET-0243,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00245,LAB-ASSET-0244,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00246,LAB-ASSET-0245,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00247,LAB-ASSET-0246,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00248,LAB-ASSET-0247,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00249,LAB-ASSET-0248,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00250,LAB-ASSET-0249,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00251,LAB-ASSET-0250,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00252,LAB-ASSET-0251,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00253,LAB-ASSET-0252,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00254,LAB-ASSET-0253,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00255,LAB-ASSET-0254,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00256,LAB-ASSET-0255,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00257,LAB-ASSET-0256,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00258,LAB-ASSET-0257,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00259,LAB-ASSET-0258,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00260,LAB-ASSET-0259,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00261,LAB-ASSET-0260,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00262,LAB-ASSET-0261,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00263,LAB-ASSET-0262,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00264,LAB-ASSET-0263,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00265,LAB-ASSET-0264,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00266,LAB-ASSET-0265,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00267,LAB-ASSET-0266,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00268,LAB-ASSET-0267,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00269,LAB-ASSET-0268,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00270,LAB-ASSET-0269,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00271,LAB-ASSET-0270,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00272,LAB-ASSET-0271,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00273,LAB-ASSET-0272,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00274,LAB-ASSET-0273,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00275,LAB-ASSET-0274,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00276,LAB-ASSET-0275,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00277,LAB-ASSET-0276,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00278,LAB-ASSET-0277,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00279,LAB-ASSET-0278,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00280,LAB-ASSET-0279,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00281,LAB-ASSET-0280,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00282,LAB-ASSET-0281,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00283,LAB-ASSET-0282,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00284,LAB-ASSET-0283,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00285,LAB-ASSET-0284,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00286,LAB-ASSET-0285,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00287,LAB-ASSET-0286,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00288,LAB-ASSET-0287,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00289,LAB-ASSET-0288,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00290,LAB-ASSET-0289,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00291,LAB-ASSET-0290,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00292,LAB-ASSET-0291,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00293,LAB-ASSET-0292,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00294,LAB-ASSET-0293,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00295,LAB-ASSET-0294,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00296,LAB-ASSET-0295,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00297,LAB-ASSET-0296,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00298,LAB-ASSET-0297,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00299,LAB-ASSET-0298,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00300,LAB-ASSET-0299,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00301,LAB-ASSET-0300,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00302,LAB-ASSET-0301,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00303,LAB-ASSET-0302,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00304,LAB-ASSET-0303,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00305,LAB-ASSET-0304,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00306,LAB-ASSET-0305,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00307,LAB-ASSET-0306,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00308,LAB-ASSET-0307,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00309,LAB-ASSET-0308,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00310,LAB-ASSET-0309,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00311,LAB-ASSET-0310,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00312,LAB-ASSET-0311,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00313,LAB-ASSET-0312,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00314,LAB-ASSET-0313,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00315,LAB-ASSET-0314,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00316,LAB-ASSET-0315,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00317,LAB-ASSET-0316,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00318,LAB-ASSET-0317,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00319,LAB-ASSET-0318,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00320,LAB-ASSET-0319,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00321,LAB-ASSET-0320,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00322,LAB-ASSET-0321,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00323,LAB-ASSET-0322,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00324,LAB-ASSET-0323,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00325,LAB-ASSET-0324,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00326,LAB-ASSET-0325,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00327,LAB-ASSET-0326,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00328,LAB-ASSET-0327,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00329,LAB-ASSET-0328,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00330,LAB-ASSET-0329,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00331,LAB-ASSET-0330,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00332,LAB-ASSET-0331,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00333,LAB-ASSET-0332,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00334,LAB-ASSET-0333,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00335,LAB-ASSET-0334,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00336,LAB-ASSET-0335,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
