event_id,_time,host,user,task_name,action,task_command,run_as,classification,note
TASK-00194,2026-08-31T20:09:17Z,HR-WS-22,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01409,2026-08-31T20:15:02Z,PATCH-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00113,2026-08-31T20:17:36Z,FILE-02,ACME\kpatel,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00096,2026-08-31T20:18:10Z,FILE-02,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00368,2026-08-31T20:22:03Z,JUMP-01,ACME\svc_patch,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00056,2026-08-31T20:25:10Z,MGMT-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00935,2026-08-31T20:35:12Z,APP-03,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01780,2026-08-31T20:36:40Z,JUMP-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00502,2026-08-31T20:40:50Z,FILE-02,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00287,2026-08-31T20:41:22Z,PATCH-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01494,2026-08-31T20:42:29Z,DC-01,ACME\svc_patch,\ACME\Patch\DailyScan,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00632,2026-08-31T20:46:25Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00551,2026-08-31T20:51:51Z,DC-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01274,2026-08-31T21:02:03Z,MGMT-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00225,2026-08-31T21:02:34Z,APP-03,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01579,2026-08-31T21:04:35Z,MGMT-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01021,2026-08-31T21:07:35Z,DC-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01412,2026-08-31T21:12:24Z,PATCH-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00429,2026-08-31T21:16:09Z,JUMP-01,ACME\svc_patch,\ACME\Patch\DailyScan,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00643,2026-08-31T21:16:51Z,DC-01,ACME\admin.ops,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00932,2026-08-31T21:23:47Z,DC-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01525,2026-08-31T21:24:40Z,MGMT-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00275,2026-08-31T21:25:02Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00806,2026-08-31T21:25:29Z,JUMP-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00510,2026-08-31T21:25:36Z,HR-WS-22,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01742,2026-08-31T21:32:34Z,PATCH-01,ACME\admin.ops,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01604,2026-08-31T21:33:33Z,PATCH-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01677,2026-08-31T21:35:48Z,HR-WS-22,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00710,2026-08-31T21:37:17Z,APP-03,ACME\kpatel,\ACME\Patch\DailyScan,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01523,2026-08-31T21:38:27Z,MGMT-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00213,2026-08-31T21:48:10Z,MGMT-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00822,2026-08-31T21:49:19Z,JUMP-01,ACME\kpatel,\ACME\Patch\DailyScan,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01238,2026-08-31T21:49:23Z,HR-WS-22,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00404,2026-08-31T21:52:07Z,DC-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01609,2026-08-31T21:55:30Z,HR-WS-22,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00476,2026-08-31T21:58:20Z,HR-WS-22,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00616,2026-08-31T21:59:40Z,JUMP-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00527,2026-08-31T22:06:34Z,MGMT-01,ACME\admin.ops,\ACME\Patch\DailyScan,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01689,2026-08-31T22:10:36Z,HR-WS-22,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01145,2026-08-31T22:12:57Z,FILE-02,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01349,2026-08-31T22:27:28Z,DC-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01482,2026-08-31T22:29:40Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01498,2026-08-31T22:31:26Z,HR-WS-22,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01667,2026-08-31T22:37:24Z,MGMT-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00118,2026-08-31T22:43:36Z,FILE-02,ACME\admin.ops,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01067,2026-08-31T22:49:30Z,APP-03,ACME\jsmith,\Microsoft\Windows\DiskCleanup,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01164,2026-08-31T22:51:08Z,HR-WS-22,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00224,2026-08-31T22:54:52Z,HR-WS-22,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,created,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00844,2026-08-31T22:59:20Z,MGMT-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00236,2026-08-31T23:00:09Z,APP-03,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00508,2026-08-31T23:00:51Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01712,2026-08-31T23:01:43Z,HR-WS-22,ACME\svc_patch,\ACME\Patch\DailyScan,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01681,2026-08-31T23:02:09Z,HR-WS-22,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01259,2026-08-31T23:05:15Z,APP-03,ACME\jsmith,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01737,2026-08-31T23:07:31Z,APP-03,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00026,2026-08-31T23:08:28Z,PATCH-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01323,2026-08-31T23:09:48Z,DC-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00025,2026-08-31T23:17:35Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01095,2026-08-31T23:17:54Z,DC-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00519,2026-08-31T23:28:03Z,MGMT-01,ACME\kpatel,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00104,2026-08-31T23:28:04Z,APP-03,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00068,2026-08-31T23:28:22Z,FILE-02,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00301,2026-08-31T23:31:32Z,PATCH-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00966,2026-08-31T23:35:15Z,APP-03,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00707,2026-08-31T23:36:55Z,FILE-02,ACME\admin.ops,\ACME\Patch\DailyScan,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00595,2026-08-31T23:37:17Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01288,2026-08-31T23:37:43Z,PATCH-01,ACME\svc_patch,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00310,2026-08-31T23:51:38Z,HR-WS-22,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00751,2026-08-31T23:53:48Z,FILE-02,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01761,2026-09-01T00:04:08Z,PATCH-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01738,2026-09-01T00:08:37Z,DC-01,ACME\jsmith,\ACME\Patch\DailyScan,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00254,2026-09-01T00:19:43Z,DC-01,ACME\jsmith,\ACME\Patch\DailyScan,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00013,2026-09-01T00:19:55Z,DC-01,ACME\admin.ops,\ACME\Patch\DailyScan,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01016,2026-09-01T00:20:22Z,DC-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01131,2026-09-01T00:20:34Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00554,2026-09-01T00:24:35Z,HR-WS-22,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00600,2026-09-01T00:26:07Z,JUMP-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00174,2026-09-01T00:29:00Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01090,2026-09-01T00:30:50Z,JUMP-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00028,2026-09-01T00:45:00Z,JUMP-01,ACME\admin.ops,\ACME\Patch\DailyScan,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00713,2026-09-01T01:08:16Z,DC-01,ACME\svc_patch,\ACME\Patch\DailyScan,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01045,2026-09-01T01:11:51Z,MGMT-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00785,2026-09-01T01:18:34Z,DC-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00372,2026-09-01T01:20:26Z,PATCH-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01364,2026-09-01T01:20:27Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00395,2026-09-01T01:21:24Z,JUMP-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01102,2026-09-01T01:22:19Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00105,2026-09-01T01:25:51Z,APP-03,ACME\kpatel,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00064,2026-09-01T01:27:06Z,MGMT-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00384,2026-09-01T01:31:54Z,APP-03,ACME\admin.ops,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00647,2026-09-01T01:31:54Z,MGMT-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00385,2026-09-01T01:36:00Z,APP-03,ACME\kpatel,\ACME\Patch\DailyScan,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01413,2026-09-01T01:36:12Z,FILE-02,ACME\svc_patch,\ACME\Patch\DailyScan,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01052,2026-09-01T01:38:28Z,MGMT-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00515,2026-09-01T01:52:39Z,APP-03,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00085,2026-09-01T01:55:02Z,PATCH-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00604,2026-09-01T01:57:54Z,DC-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01390,2026-09-01T01:58:09Z,APP-03,ACME\jsmith,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00611,2026-09-01T02:19:58Z,HR-WS-22,ACME\kpatel,\Microsoft\Windows\DiskCleanup,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00389,2026-09-01T02:23:17Z,JUMP-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00169,2026-09-01T02:25:11Z,FILE-02,ACME\jsmith,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01687,2026-09-01T02:26:00Z,HR-WS-22,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01763,2026-09-01T02:33:53Z,JUMP-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01632,2026-09-01T02:35:47Z,JUMP-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00344,2026-09-01T02:40:58Z,FILE-02,ACME\jsmith,\Microsoft\Windows\DiskCleanup,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01162,2026-09-01T02:49:33Z,JUMP-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00571,2026-09-01T02:53:58Z,HR-WS-22,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00529,2026-09-01T02:54:36Z,PATCH-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01511,2026-09-01T03:00:40Z,MGMT-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01552,2026-09-01T03:04:57Z,PATCH-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01059,2026-09-01T03:20:17Z,JUMP-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01138,2026-09-01T03:24:52Z,MGMT-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00408,2026-09-01T03:26:00Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01232,2026-09-01T03:26:40Z,HR-WS-22,ACME\admin.ops,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01278,2026-09-01T03:26:45Z,JUMP-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01303,2026-09-01T03:29:14Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01512,2026-09-01T03:29:21Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00754,2026-09-01T03:36:46Z,FILE-02,ACME\jsmith,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00265,2026-09-01T03:40:56Z,APP-03,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01389,2026-09-01T03:51:33Z,DC-01,ACME\admin.ops,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00361,2026-09-01T03:53:39Z,HR-WS-22,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00566,2026-09-01T03:57:25Z,MGMT-01,ACME\admin.ops,\ACME\Patch\DailyScan,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00071,2026-09-01T04:02:58Z,DC-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00422,2026-09-01T04:06:34Z,PATCH-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00295,2026-09-01T04:13:45Z,JUMP-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00783,2026-09-01T04:14:27Z,DC-01,ACME\jsmith,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01458,2026-09-01T04:14:42Z,JUMP-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
