id,_time,host,user,item,target,source,provenance,classification
START-N-05566,2026-09-19T15:10:41Z,HR-WS-08,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-00549,2026-09-19T15:11:26Z,PATCH-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-05534,2026-09-19T15:12:02Z,FIN-WS-09,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-05966,2026-09-19T15:13:43Z,ENG-WS-17,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-04256,2026-09-19T15:15:22Z,MGMT-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-07914,2026-09-19T15:15:22Z,FIN-WS-09,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-07996,2026-09-19T15:15:58Z,APP-06,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-07454,2026-09-19T15:16:17Z,APP-06,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-07192,2026-09-19T15:17:01Z,FIN-WS-09,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-03606,2026-09-19T15:17:22Z,HR-WS-08,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-06783,2026-09-19T15:17:32Z,HR-WS-22,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-01469,2026-09-19T15:18:50Z,HR-WS-08,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-02257,2026-09-19T15:19:20Z,HR-WS-08,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-05837,2026-09-19T15:19:54Z,ENG-WS-17,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-06255,2026-09-19T15:20:56Z,PATCH-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-04588,2026-09-19T15:21:45Z,APP-06,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-09714,2026-09-19T15:22:00Z,MGMT-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-09211,2026-09-19T15:22:32Z,PATCH-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-05898,2026-09-19T15:23:21Z,APP-06,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-08128,2026-09-19T15:25:02Z,HR-WS-22,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-01981,2026-09-19T15:26:00Z,ENG-WS-17,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-00082,2026-09-19T15:26:32Z,HR-WS-08,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-09953,2026-09-19T15:26:32Z,HR-WS-22,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-01561,2026-09-19T15:27:11Z,ENG-WS-17,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-00900,2026-09-19T15:27:50Z,PATCH-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-08403,2026-09-19T15:28:04Z,MGMT-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-00202,2026-09-19T15:28:19Z,HR-WS-22,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-00333,2026-09-19T15:28:29Z,PATCH-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-00295,2026-09-19T15:28:36Z,ENG-WS-17,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-03737,2026-09-19T15:28:40Z,HR-WS-22,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-08380,2026-09-19T15:29:09Z,ENG-WS-17,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-05900,2026-09-19T15:29:49Z,APP-06,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-04548,2026-09-19T15:30:11Z,PATCH-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-08908,2026-09-19T15:31:26Z,MGMT-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-05361,2026-09-19T15:31:50Z,HR-WS-08,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-03099,2026-09-19T15:33:21Z,PATCH-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-02127,2026-09-19T15:33:45Z,PATCH-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-01208,2026-09-19T15:34:37Z,MGMT-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-01453,2026-09-19T15:35:54Z,DC-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-09472,2026-09-19T15:36:20Z,MGMT-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-03792,2026-09-19T15:37:48Z,PATCH-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-02720,2026-09-19T15:38:46Z,PATCH-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-09741,2026-09-19T15:39:55Z,HR-WS-22,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-08276,2026-09-19T15:40:08Z,FIN-WS-09,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-00014,2026-09-19T15:40:17Z,APP-06,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-00408,2026-09-19T15:42:33Z,HR-WS-08,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-00477,2026-09-19T15:43:04Z,APP-06,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-01763,2026-09-19T15:43:11Z,HR-WS-08,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-05740,2026-09-19T15:44:11Z,MGMT-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-04721,2026-09-19T15:45:16Z,DC-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-08136,2026-09-19T15:45:30Z,APP-06,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-09291,2026-09-19T15:46:45Z,ENG-WS-17,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-01521,2026-09-19T15:46:57Z,APP-06,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-09574,2026-09-19T15:47:41Z,PATCH-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-08427,2026-09-19T15:47:57Z,PATCH-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-06505,2026-09-19T15:48:15Z,HR-WS-08,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-04268,2026-09-19T15:48:40Z,APP-06,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-05464,2026-09-19T15:49:14Z,HR-WS-22,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-05553,2026-09-19T15:49:27Z,MGMT-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-03381,2026-09-19T15:49:46Z,APP-06,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-08686,2026-09-19T15:50:05Z,HR-WS-22,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-09886,2026-09-19T15:50:44Z,HR-WS-22,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-07185,2026-09-19T15:51:17Z,APP-06,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-01231,2026-09-19T15:51:31Z,PATCH-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-05523,2026-09-19T15:51:38Z,ENG-WS-17,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-03225,2026-09-19T15:51:51Z,HR-WS-08,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-00618,2026-09-19T15:52:57Z,PATCH-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-01499,2026-09-19T15:55:44Z,HR-WS-08,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-07049,2026-09-19T15:56:38Z,HR-WS-08,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-01379,2026-09-19T15:57:35Z,HR-WS-08,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-04720,2026-09-19T15:57:42Z,APP-06,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-00533,2026-09-19T15:58:40Z,APP-06,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-02064,2026-09-19T15:59:01Z,MGMT-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-05418,2026-09-19T15:59:09Z,HR-WS-22,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-06975,2026-09-19T16:00:03Z,DC-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-01042,2026-09-19T16:01:17Z,HR-WS-22,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-03106,2026-09-19T16:01:23Z,ENG-WS-17,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-00161,2026-09-19T16:01:39Z,ENG-WS-17,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-06932,2026-09-19T16:02:04Z,FIN-WS-09,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-08584,2026-09-19T16:02:18Z,MGMT-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-05863,2026-09-19T16:02:26Z,PATCH-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-08130,2026-09-19T16:02:51Z,ENG-WS-17,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-00352,2026-09-19T16:03:29Z,HR-WS-22,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-01247,2026-09-19T16:03:42Z,MGMT-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-07156,2026-09-19T16:03:59Z,APP-06,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-01365,2026-09-19T16:04:00Z,ENG-WS-17,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-05410,2026-09-19T16:04:24Z,PATCH-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-01556,2026-09-19T16:04:34Z,FIN-WS-09,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-01829,2026-09-19T16:04:41Z,PATCH-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-09312,2026-09-19T16:04:43Z,APP-06,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-06127,2026-09-19T16:06:12Z,HR-WS-08,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-07664,2026-09-19T16:06:14Z,FIN-WS-09,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-04809,2026-09-19T16:06:16Z,HR-WS-08,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-09008,2026-09-19T16:08:00Z,HR-WS-22,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-00175,2026-09-19T16:08:21Z,HR-WS-08,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-03607,2026-09-19T16:08:43Z,DC-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-01543,2026-09-19T16:08:51Z,DC-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-08068,2026-09-19T16:10:10Z,APP-06,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-09371,2026-09-19T16:11:04Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-03747,2026-09-19T16:11:11Z,FIN-WS-09,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-09338,2026-09-19T16:11:34Z,HR-WS-08,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-04697,2026-09-19T16:11:41Z,APP-06,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-07658,2026-09-19T16:12:24Z,DC-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-08078,2026-09-19T16:13:46Z,HR-WS-08,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-06698,2026-09-19T16:14:16Z,HR-WS-08,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-02038,2026-09-19T16:14:31Z,HR-WS-08,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-02205,2026-09-19T16:15:23Z,PATCH-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-01103,2026-09-19T16:15:51Z,APP-06,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-01524,2026-09-19T16:16:08Z,PATCH-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-08625,2026-09-19T16:16:14Z,MGMT-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-01447,2026-09-19T16:17:05Z,FIN-WS-09,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-02731,2026-09-19T16:17:39Z,ENG-WS-17,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-00957,2026-09-19T16:17:56Z,FIN-WS-09,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-02525,2026-09-19T16:18:24Z,HR-WS-08,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-08627,2026-09-19T16:18:51Z,HR-WS-08,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-03127,2026-09-19T16:20:39Z,HR-WS-08,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-03836,2026-09-19T16:21:09Z,DC-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-00776,2026-09-19T16:23:20Z,DC-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-04603,2026-09-19T16:23:36Z,DC-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-02719,2026-09-19T16:24:03Z,ENG-WS-17,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-03462,2026-09-19T16:24:42Z,MGMT-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-07605,2026-09-19T16:25:03Z,DC-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-07186,2026-09-19T16:25:09Z,FIN-WS-09,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-06036,2026-09-19T16:25:33Z,MGMT-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-00641,2026-09-19T16:26:06Z,FIN-WS-09,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-02289,2026-09-19T16:26:14Z,APP-06,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-01781,2026-09-19T16:27:46Z,APP-06,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-02407,2026-09-19T16:28:04Z,HR-WS-08,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-02640,2026-09-19T16:28:22Z,HR-WS-22,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-03390,2026-09-19T16:28:44Z,PATCH-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-08909,2026-09-19T16:29:15Z,MGMT-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-03798,2026-09-19T16:30:01Z,ENG-WS-17,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-06520,2026-09-19T16:30:12Z,FIN-WS-09,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-05648,2026-09-19T16:31:09Z,APP-06,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-02899,2026-09-19T16:31:38Z,HR-WS-22,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-08511,2026-09-19T16:32:10Z,HR-WS-08,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-02324,2026-09-19T16:32:29Z,HR-WS-22,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-02451,2026-09-19T16:33:12Z,HR-WS-08,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-09577,2026-09-19T16:33:22Z,APP-06,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-09289,2026-09-19T16:33:36Z,DC-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-08310,2026-09-19T16:34:35Z,ENG-WS-17,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-07434,2026-09-19T16:35:47Z,FIN-WS-09,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-03629,2026-09-19T16:37:13Z,FIN-WS-09,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-06379,2026-09-19T16:37:32Z,APP-06,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-06949,2026-09-19T16:39:12Z,PATCH-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-02560,2026-09-19T16:39:43Z,ENG-WS-17,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-01396,2026-09-19T16:40:19Z,APP-06,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-05027,2026-09-19T16:40:33Z,DC-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-03342,2026-09-19T16:41:14Z,PATCH-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-03875,2026-09-19T16:41:30Z,APP-06,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-07294,2026-09-19T16:42:04Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-03854,2026-09-19T16:42:27Z,DC-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-06129,2026-09-19T16:43:46Z,MGMT-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-09632,2026-09-19T16:43:58Z,HR-WS-08,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-08019,2026-09-19T16:44:03Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-09213,2026-09-19T16:44:05Z,DC-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-08219,2026-09-19T16:44:24Z,HR-WS-08,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-05497,2026-09-19T16:44:56Z,HR-WS-08,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-03300,2026-09-19T16:45:02Z,HR-WS-22,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
