event_id,_time,src_host,dest_host,user,protocol,result,source_ip,classification,note
AUTH-00971,2026-08-12T07:07:10Z,FIN-WS-14,DEPLOY-01,ACME\mrivera,Kerberos,success,10.50.45.46,benign,routine authentication
AUTH-00364,2026-08-12T07:07:38Z,APP-API-03,FIN-WS-14,ACME\svc_backup,RDP,failure,10.50.48.151,benign,routine authentication
AUTH-00038,2026-08-12T07:07:59Z,APP-API-03,APP-API-02,ACME\svc_deploy,RDP,success,10.50.33.172,benign,routine authentication
AUTH-01469,2026-08-12T07:21:56Z,JUMP-01,DEPLOY-01,NT AUTHORITY\SYSTEM,RDP,success,10.50.32.226,benign,routine authentication
AUTH-00657,2026-08-12T07:23:36Z,FILE-02,JUMP-01,NT AUTHORITY\SYSTEM,RDP,success,10.50.48.50,benign,routine authentication
AUTH-00152,2026-08-12T07:29:23Z,APP-API-02,DEPLOY-01,ACME\mrivera,WinRM,failure,10.50.25.55,benign,routine authentication
AUTH-00054,2026-08-12T07:32:58Z,APP-API-03,FILE-02,ACME\mrivera,NTLM,success,10.50.1.188,benign,routine authentication
AUTH-00241,2026-08-12T07:38:37Z,APP-API-02,APP-API-02,ACME\mrivera,RDP,success,10.50.44.156,benign,routine authentication
AUTH-00412,2026-08-12T07:41:36Z,JUMP-01,APP-API-03,ACME\svc_deploy,Kerberos,success,10.50.34.40,benign,routine authentication
AUTH-00977,2026-08-12T08:13:17Z,JUMP-01,FIN-WS-14,ACME\svc_deploy,Kerberos,failure,10.50.50.224,benign,routine authentication
AUTH-00068,2026-08-12T08:16:23Z,FIN-WS-14,FIN-WS-14,ACME\mrivera,RDP,success,10.50.9.189,benign,routine authentication
AUTH-00478,2026-08-12T08:22:19Z,DEPLOY-01,APP-API-02,ACME\svc_deploy,RDP,failure,10.50.27.239,benign,routine authentication
AUTH-01080,2026-08-12T08:29:18Z,FILE-02,FIN-WS-14,ACME\svc_backup,WinRM,success,10.50.14.229,benign,routine authentication
AUTH-01396,2026-08-12T08:30:11Z,APP-API-03,FILE-02,NT AUTHORITY\SYSTEM,WinRM,failure,10.50.28.17,benign,routine authentication
AUTH-00244,2026-08-12T08:30:26Z,APP-API-03,APP-API-03,ACME\svc_deploy,Kerberos,success,10.50.15.235,benign,routine authentication
AUTH-00704,2026-08-12T08:33:04Z,FIN-WS-14,APP-API-03,NT AUTHORITY\SYSTEM,NTLM,failure,10.50.9.127,benign,routine authentication
AUTH-00387,2026-08-12T08:40:18Z,JUMP-01,JUMP-01,ACME\svc_backup,WinRM,success,10.50.5.79,benign,routine authentication
AUTH-00399,2026-08-12T08:40:21Z,JUMP-01,APP-API-03,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.13.52,benign,routine authentication
AUTH-00336,2026-08-12T08:44:13Z,APP-API-02,FILE-02,ACME\svc_backup,Kerberos,success,10.50.9.186,benign,routine authentication
AUTH-01377,2026-08-12T08:45:14Z,APP-API-02,FIN-WS-14,ACME\svc_backup,WinRM,failure,10.50.6.26,benign,routine authentication
AUTH-00023,2026-08-12T08:51:22Z,JUMP-01,APP-API-03,ACME\jsmith,Kerberos,success,10.50.1.98,benign,routine authentication
AUTH-00973,2026-08-12T08:53:02Z,APP-API-02,APP-API-03,ACME\jsmith,NTLM,success,10.50.41.96,benign,routine authentication
AUTH-01219,2026-08-12T08:54:08Z,DEPLOY-01,JUMP-01,ACME\svc_backup,NTLM,success,10.50.2.197,benign,routine authentication
AUTH-01117,2026-08-12T08:54:57Z,APP-API-03,JUMP-01,NT AUTHORITY\SYSTEM,NTLM,success,10.50.3.147,benign,routine authentication
AUTH-00914,2026-08-12T08:56:55Z,APP-API-03,JUMP-01,ACME\mrivera,RDP,success,10.50.17.118,benign,routine authentication
AUTH-00265,2026-08-12T08:59:37Z,JUMP-01,FIN-WS-14,ACME\svc_deploy,WinRM,success,10.50.39.44,benign,routine authentication
AUTH-00791,2026-08-12T09:04:38Z,FILE-02,APP-API-02,ACME\svc_deploy,NTLM,success,10.50.16.126,benign,routine authentication
AUTH-01141,2026-08-12T09:04:59Z,APP-API-02,DEPLOY-01,ACME\mrivera,Kerberos,success,10.50.3.111,benign,routine authentication
AUTH-00449,2026-08-12T09:13:37Z,APP-API-03,JUMP-01,ACME\jsmith,WinRM,success,10.50.2.41,benign,routine authentication
AUTH-00169,2026-08-12T09:18:34Z,APP-API-03,JUMP-01,ACME\mrivera,WinRM,success,10.50.31.68,benign,routine authentication
AUTH-00022,2026-08-12T09:20:05Z,FIN-WS-14,APP-API-03,ACME\svc_deploy,RDP,success,10.50.34.185,benign,routine authentication
AUTH-01389,2026-08-12T09:22:50Z,DEPLOY-01,APP-API-02,ACME\svc_backup,WinRM,success,10.50.4.58,benign,routine authentication
AUTH-01247,2026-08-12T09:35:24Z,APP-API-03,APP-API-02,NT AUTHORITY\SYSTEM,WinRM,success,10.50.21.163,benign,routine authentication
AUTH-00411,2026-08-12T09:55:04Z,FIN-WS-14,APP-API-02,ACME\svc_deploy,NTLM,failure,10.50.8.122,benign,routine authentication
AUTH-01442,2026-08-12T10:07:50Z,APP-API-02,APP-API-02,ACME\svc_deploy,RDP,success,10.50.3.210,benign,routine authentication
AUTH-00562,2026-08-12T10:12:48Z,APP-API-03,FIN-WS-14,ACME\svc_deploy,Kerberos,success,10.50.13.71,benign,routine authentication
AUTH-00705,2026-08-12T10:12:56Z,APP-API-03,JUMP-01,ACME\jsmith,Kerberos,failure,10.50.42.228,benign,routine authentication
AUTH-00088,2026-08-12T10:15:43Z,DEPLOY-01,FIN-WS-14,ACME\mrivera,Kerberos,success,10.50.44.209,benign,routine authentication
AUTH-00947,2026-08-12T10:16:39Z,FIN-WS-14,FILE-02,ACME\svc_deploy,WinRM,failure,10.50.29.137,benign,routine authentication
AUTH-00040,2026-08-12T10:18:41Z,JUMP-01,DEPLOY-01,ACME\jsmith,Kerberos,success,10.50.5.74,benign,routine authentication
AUTH-00717,2026-08-12T10:19:29Z,FILE-02,APP-API-02,ACME\svc_backup,WinRM,success,10.50.31.156,benign,routine authentication
AUTH-01470,2026-08-12T10:21:36Z,DEPLOY-01,DEPLOY-01,ACME\mrivera,WinRM,success,10.50.47.132,benign,routine authentication
AUTH-00790,2026-08-12T10:23:58Z,FILE-02,APP-API-03,ACME\mrivera,WinRM,success,10.50.22.234,benign,routine authentication
AUTH-00958,2026-08-12T10:38:40Z,FILE-02,FILE-02,ACME\mrivera,Kerberos,success,10.50.37.67,benign,routine authentication
AUTH-00721,2026-08-12T10:40:02Z,DEPLOY-01,APP-API-03,ACME\svc_backup,Kerberos,success,10.50.18.150,benign,routine authentication
AUTH-01174,2026-08-12T10:52:11Z,FIN-WS-14,FIN-WS-14,ACME\mrivera,RDP,success,10.50.34.43,benign,routine authentication
AUTH-01310,2026-08-12T10:56:48Z,DEPLOY-01,FIN-WS-14,ACME\mrivera,NTLM,success,10.50.14.154,benign,routine authentication
AUTH-00026,2026-08-12T11:01:18Z,JUMP-01,DEPLOY-01,ACME\jsmith,Kerberos,success,10.50.45.235,benign,routine authentication
AUTH-00985,2026-08-12T11:03:23Z,FIN-WS-14,JUMP-01,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.6.146,benign,routine authentication
AUTH-00391,2026-08-12T11:07:15Z,APP-API-03,JUMP-01,ACME\jsmith,Kerberos,success,10.50.10.156,benign,routine authentication
AUTH-01302,2026-08-12T11:22:02Z,APP-API-03,DEPLOY-01,ACME\mrivera,Kerberos,failure,10.50.19.203,benign,routine authentication
AUTH-01353,2026-08-12T11:29:05Z,FILE-02,APP-API-03,ACME\jsmith,Kerberos,success,10.50.6.203,benign,routine authentication
AUTH-00443,2026-08-12T11:32:26Z,APP-API-02,DEPLOY-01,ACME\mrivera,WinRM,failure,10.50.43.74,benign,routine authentication
AUTH-00081,2026-08-12T11:35:11Z,APP-API-02,JUMP-01,ACME\mrivera,RDP,success,10.50.42.46,benign,routine authentication
AUTH-00052,2026-08-12T11:35:42Z,DEPLOY-01,FIN-WS-14,ACME\svc_deploy,RDP,success,10.50.31.119,benign,routine authentication
AUTH-01115,2026-08-12T11:44:41Z,FIN-WS-14,APP-API-02,ACME\mrivera,Kerberos,success,10.50.4.88,benign,routine authentication
AUTH-00231,2026-08-12T11:44:46Z,APP-API-02,FILE-02,ACME\svc_deploy,WinRM,failure,10.50.26.190,benign,routine authentication
AUTH-01264,2026-08-12T11:45:25Z,FIN-WS-14,APP-API-03,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.9.116,benign,routine authentication
AUTH-00741,2026-08-12T12:03:36Z,JUMP-01,APP-API-03,ACME\jsmith,Kerberos,failure,10.50.1.59,benign,routine authentication
AUTH-01392,2026-08-12T12:05:25Z,FILE-02,APP-API-03,ACME\svc_backup,Kerberos,failure,10.50.9.3,benign,routine authentication
AUTH-01240,2026-08-12T12:09:17Z,FIN-WS-14,APP-API-03,ACME\mrivera,NTLM,failure,10.50.30.200,benign,routine authentication
AUTH-01190,2026-08-12T12:16:47Z,JUMP-01,APP-API-03,ACME\svc_deploy,WinRM,success,10.50.25.31,benign,routine authentication
AUTH-00533,2026-08-12T12:19:43Z,JUMP-01,APP-API-03,ACME\jsmith,WinRM,success,10.50.8.102,benign,routine authentication
AUTH-01200,2026-08-12T12:29:09Z,APP-API-02,APP-API-02,ACME\svc_deploy,RDP,success,10.50.39.126,benign,routine authentication
AUTH-00917,2026-08-12T12:30:13Z,APP-API-02,FIN-WS-14,ACME\mrivera,NTLM,success,10.50.1.230,benign,routine authentication
AUTH-01045,2026-08-12T12:37:58Z,APP-API-03,APP-API-02,ACME\jsmith,WinRM,failure,10.50.20.196,benign,routine authentication
AUTH-00083,2026-08-12T12:42:37Z,FILE-02,FIN-WS-14,ACME\svc_backup,RDP,success,10.50.41.150,benign,routine authentication
AUTH-00179,2026-08-12T12:54:49Z,APP-API-03,FILE-02,NT AUTHORITY\SYSTEM,RDP,success,10.50.40.140,benign,routine authentication
AUTH-01366,2026-08-12T13:04:21Z,FILE-02,APP-API-03,ACME\mrivera,WinRM,success,10.50.34.60,benign,routine authentication
AUTH-00168,2026-08-12T13:10:51Z,APP-API-03,FILE-02,ACME\svc_deploy,Kerberos,success,10.50.29.21,benign,routine authentication
AUTH-00350,2026-08-12T13:14:42Z,DEPLOY-01,APP-API-03,NT AUTHORITY\SYSTEM,RDP,success,10.50.37.42,benign,routine authentication
AUTH-00015,2026-08-12T13:20:40Z,APP-API-03,APP-API-02,ACME\svc_deploy,WinRM,failure,10.50.8.228,benign,routine authentication
AUTH-01298,2026-08-12T13:21:26Z,DEPLOY-01,APP-API-02,ACME\svc_backup,NTLM,success,10.50.7.31,benign,routine authentication
AUTH-01164,2026-08-12T13:39:01Z,JUMP-01,DEPLOY-01,ACME\jsmith,Kerberos,failure,10.50.14.223,benign,routine authentication
AUTH-00756,2026-08-12T13:50:25Z,APP-API-02,FIN-WS-14,ACME\mrivera,RDP,failure,10.50.25.72,benign,routine authentication
AUTH-01073,2026-08-12T13:54:01Z,FIN-WS-14,DEPLOY-01,ACME\jsmith,NTLM,success,10.50.13.120,benign,routine authentication
AUTH-00227,2026-08-12T14:05:46Z,APP-API-02,JUMP-01,NT AUTHORITY\SYSTEM,RDP,failure,10.50.49.12,benign,routine authentication
AUTH-01257,2026-08-12T14:10:23Z,JUMP-01,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.12.65,benign,routine authentication
AUTH-00722,2026-08-12T14:15:16Z,APP-API-03,DEPLOY-01,NT AUTHORITY\SYSTEM,RDP,failure,10.50.23.236,benign,routine authentication
AUTH-00769,2026-08-12T14:17:32Z,DEPLOY-01,JUMP-01,NT AUTHORITY\SYSTEM,NTLM,success,10.50.3.195,benign,routine authentication
AUTH-00360,2026-08-12T14:25:28Z,DEPLOY-01,FIN-WS-14,ACME\svc_backup,NTLM,success,10.50.6.42,benign,routine authentication
AUTH-01439,2026-08-12T14:29:38Z,APP-API-03,APP-API-02,ACME\jsmith,WinRM,success,10.50.48.81,benign,routine authentication
AUTH-00801,2026-08-12T14:30:31Z,APP-API-03,APP-API-03,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.22.92,benign,routine authentication
AUTH-00496,2026-08-12T14:49:10Z,FILE-02,APP-API-03,ACME\svc_backup,NTLM,success,10.50.42.5,benign,routine authentication
AUTH-01228,2026-08-12T14:57:34Z,DEPLOY-01,JUMP-01,NT AUTHORITY\SYSTEM,WinRM,success,10.50.25.165,benign,routine authentication
AUTH-00689,2026-08-12T14:58:38Z,APP-API-02,FILE-02,ACME\svc_deploy,Kerberos,failure,10.50.33.142,benign,routine authentication
AUTH-01087,2026-08-12T15:14:25Z,FILE-02,FIN-WS-14,ACME\svc_deploy,NTLM,success,10.50.26.67,benign,routine authentication
AUTH-00960,2026-08-12T15:16:58Z,APP-API-02,DEPLOY-01,ACME\jsmith,NTLM,success,10.50.7.226,benign,routine authentication
AUTH-00165,2026-08-12T15:19:59Z,APP-API-03,FIN-WS-14,ACME\mrivera,NTLM,success,10.50.28.43,benign,routine authentication
AUTH-00373,2026-08-12T15:25:56Z,FILE-02,FILE-02,ACME\svc_backup,RDP,success,10.50.36.183,benign,routine authentication
AUTH-01213,2026-08-12T15:29:20Z,APP-API-02,JUMP-01,ACME\mrivera,WinRM,success,10.50.28.64,benign,routine authentication
AUTH-00122,2026-08-12T15:35:39Z,DEPLOY-01,JUMP-01,ACME\mrivera,Kerberos,success,10.50.36.24,benign,routine authentication
AUTH-00010,2026-08-12T15:38:37Z,APP-API-03,FILE-02,ACME\mrivera,RDP,failure,10.50.16.52,benign,routine authentication
AUTH-01112,2026-08-12T15:39:12Z,FILE-02,APP-API-03,ACME\svc_deploy,NTLM,success,10.50.12.125,benign,routine authentication
AUTH-00160,2026-08-12T15:40:46Z,FILE-02,JUMP-01,ACME\jsmith,NTLM,success,10.50.15.80,benign,routine authentication
AUTH-00247,2026-08-12T15:46:55Z,FILE-02,JUMP-01,ACME\svc_deploy,Kerberos,success,10.50.50.115,benign,routine authentication
AUTH-00134,2026-08-12T15:47:02Z,APP-API-02,JUMP-01,ACME\mrivera,WinRM,success,10.50.32.201,benign,routine authentication
AUTH-01444,2026-08-12T15:53:55Z,FILE-02,JUMP-01,ACME\svc_deploy,NTLM,success,10.50.21.86,benign,routine authentication
AUTH-01428,2026-08-12T15:57:25Z,FILE-02,DEPLOY-01,NT AUTHORITY\SYSTEM,NTLM,failure,10.50.39.12,benign,routine authentication
AUTH-00470,2026-08-12T16:06:50Z,DEPLOY-01,FIN-WS-14,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.32.133,benign,routine authentication
AUTH-00164,2026-08-12T16:11:07Z,DEPLOY-01,APP-API-02,NT AUTHORITY\SYSTEM,WinRM,failure,10.50.50.18,benign,routine authentication
AUTH-00900,2026-08-12T16:16:37Z,DEPLOY-01,APP-API-03,ACME\svc_deploy,Kerberos,success,10.50.49.176,benign,routine authentication
AUTH-00815,2026-08-12T16:17:08Z,APP-API-03,FILE-02,ACME\mrivera,Kerberos,success,10.50.20.103,benign,routine authentication
AUTH-01236,2026-08-12T16:28:35Z,APP-API-03,DEPLOY-01,ACME\svc_backup,RDP,success,10.50.13.136,benign,routine authentication
AUTH-01425,2026-08-12T16:32:50Z,APP-API-02,FIN-WS-14,ACME\jsmith,NTLM,failure,10.50.6.17,benign,routine authentication
AUTH-00476,2026-08-12T16:41:53Z,FILE-02,JUMP-01,NT AUTHORITY\SYSTEM,RDP,success,10.50.42.151,benign,routine authentication
AUTH-01417,2026-08-12T16:58:04Z,APP-API-02,APP-API-03,ACME\svc_deploy,Kerberos,success,10.50.48.106,benign,routine authentication
AUTH-00251,2026-08-12T16:59:03Z,DEPLOY-01,APP-API-02,ACME\svc_backup,WinRM,success,10.50.48.192,benign,routine authentication
AUTH-01230,2026-08-12T17:09:19Z,JUMP-01,FILE-02,ACME\jsmith,NTLM,success,10.50.46.57,benign,routine authentication
AUTH-00384,2026-08-12T17:14:43Z,FILE-02,FILE-02,ACME\mrivera,RDP,success,10.50.45.107,benign,routine authentication
AUTH-00707,2026-08-12T17:15:34Z,DEPLOY-01,APP-API-03,ACME\svc_deploy,Kerberos,failure,10.50.38.81,benign,routine authentication
AUTH-00341,2026-08-12T17:20:59Z,FILE-02,JUMP-01,ACME\svc_backup,NTLM,success,10.50.43.185,benign,routine authentication
AUTH-00715,2026-08-12T17:21:40Z,APP-API-02,APP-API-02,NT AUTHORITY\SYSTEM,WinRM,success,10.50.32.81,benign,routine authentication
AUTH-01058,2026-08-12T17:30:04Z,FILE-02,JUMP-01,ACME\svc_backup,NTLM,success,10.50.49.17,benign,routine authentication
AUTH-00237,2026-08-12T17:33:40Z,FIN-WS-14,FIN-WS-14,ACME\svc_deploy,WinRM,failure,10.50.1.231,benign,routine authentication
AUTH-00138,2026-08-12T17:35:24Z,FIN-WS-14,APP-API-02,ACME\svc_deploy,RDP,failure,10.50.45.64,benign,routine authentication
AUTH-00196,2026-08-12T17:36:17Z,FILE-02,DEPLOY-01,NT AUTHORITY\SYSTEM,NTLM,failure,10.50.3.225,benign,routine authentication
AUTH-00348,2026-08-12T17:39:25Z,FIN-WS-14,FIN-WS-14,ACME\svc_backup,WinRM,success,10.50.50.50,benign,routine authentication
AUTH-01452,2026-08-12T17:48:54Z,APP-API-02,APP-API-03,ACME\svc_backup,RDP,success,10.50.22.149,benign,routine authentication
AUTH-00077,2026-08-12T17:55:11Z,FIN-WS-14,DEPLOY-01,ACME\svc_deploy,RDP,failure,10.50.29.204,benign,routine authentication
AUTH-00739,2026-08-12T18:00:14Z,DEPLOY-01,DEPLOY-01,NT AUTHORITY\SYSTEM,WinRM,success,10.50.26.106,benign,routine authentication
AUTH-00442,2026-08-12T18:08:00Z,FILE-02,FILE-02,ACME\svc_deploy,RDP,success,10.50.31.131,benign,routine authentication
AUTH-01096,2026-08-12T18:18:11Z,FIN-WS-14,FIN-WS-14,NT AUTHORITY\SYSTEM,WinRM,failure,10.50.31.29,benign,routine authentication
AUTH-00797,2026-08-12T18:24:09Z,JUMP-01,JUMP-01,NT AUTHORITY\SYSTEM,WinRM,success,10.50.8.10,benign,routine authentication
AUTH-00220,2026-08-12T18:32:18Z,FILE-02,FILE-02,ACME\svc_deploy,NTLM,failure,10.50.37.203,benign,routine authentication
AUTH-00833,2026-08-12T18:34:31Z,APP-API-02,APP-API-02,ACME\jsmith,WinRM,success,10.50.27.91,benign,routine authentication
AUTH-00607,2026-08-12T18:36:53Z,DEPLOY-01,JUMP-01,ACME\svc_backup,WinRM,success,10.50.32.210,benign,routine authentication
AUTH-01308,2026-08-12T18:37:45Z,FILE-02,JUMP-01,ACME\svc_deploy,NTLM,success,10.50.16.64,benign,routine authentication
AUTH-00531,2026-08-12T18:46:31Z,DEPLOY-01,FIN-WS-14,ACME\mrivera,Kerberos,failure,10.50.5.236,benign,routine authentication
AUTH-00217,2026-08-12T18:51:42Z,DEPLOY-01,APP-API-02,ACME\mrivera,RDP,success,10.50.14.22,benign,routine authentication
AUTH-01482,2026-08-12T18:56:03Z,FILE-02,DEPLOY-01,ACME\svc_deploy,NTLM,success,10.50.22.7,benign,routine authentication
AUTH-00666,2026-08-12T18:59:02Z,FIN-WS-14,DEPLOY-01,ACME\jsmith,Kerberos,success,10.50.31.84,benign,routine authentication
AUTH-01136,2026-08-12T19:03:04Z,JUMP-01,APP-API-03,ACME\svc_deploy,RDP,success,10.50.38.208,benign,routine authentication
AUTH-01028,2026-08-12T19:03:39Z,FILE-02,FIN-WS-14,ACME\svc_deploy,Kerberos,failure,10.50.18.87,benign,routine authentication
AUTH-01459,2026-08-12T19:05:42Z,APP-API-03,FIN-WS-14,ACME\svc_deploy,WinRM,success,10.50.18.198,benign,routine authentication
AUTH-00433,2026-08-12T19:09:33Z,JUMP-01,APP-API-02,ACME\svc_backup,WinRM,success,10.50.22.45,benign,routine authentication
AUTH-01405,2026-08-12T19:16:53Z,FIN-WS-14,JUMP-01,ACME\mrivera,WinRM,success,10.50.8.224,benign,routine authentication
AUTH-00895,2026-08-12T19:22:26Z,DEPLOY-01,DEPLOY-01,ACME\mrivera,RDP,success,10.50.17.18,benign,routine authentication
AUTH-01288,2026-08-12T19:32:30Z,JUMP-01,FIN-WS-14,ACME\svc_backup,WinRM,failure,10.50.40.215,benign,routine authentication
AUTH-00937,2026-08-12T19:35:01Z,FILE-02,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.14.146,benign,routine authentication
AUTH-00044,2026-08-12T19:42:22Z,FIN-WS-14,FILE-02,ACME\svc_backup,NTLM,success,10.50.21.235,benign,routine authentication
AUTH-00338,2026-08-12T20:03:46Z,FIN-WS-14,FILE-02,ACME\svc_backup,RDP,success,10.50.29.192,benign,routine authentication
AUTH-01047,2026-08-12T20:05:52Z,FILE-02,DEPLOY-01,ACME\jsmith,RDP,failure,10.50.6.134,benign,routine authentication
AUTH-01331,2026-08-12T20:08:43Z,APP-API-02,FILE-02,ACME\svc_deploy,WinRM,success,10.50.19.56,benign,routine authentication
AUTH-00631,2026-08-12T20:14:10Z,DEPLOY-01,JUMP-01,ACME\svc_deploy,WinRM,success,10.50.29.100,benign,routine authentication
AUTH-01197,2026-08-12T20:20:12Z,APP-API-02,DEPLOY-01,ACME\svc_deploy,NTLM,failure,10.50.33.20,benign,routine authentication
AUTH-00556,2026-08-12T20:22:26Z,FILE-02,APP-API-02,ACME\svc_deploy,RDP,success,10.50.14.80,benign,routine authentication
AUTH-00495,2026-08-12T20:28:44Z,FIN-WS-14,APP-API-03,ACME\mrivera,WinRM,success,10.50.11.32,benign,routine authentication
AUTH-00037,2026-08-12T20:34:06Z,FIN-WS-14,JUMP-01,ACME\svc_deploy,RDP,success,10.50.46.170,benign,routine authentication
AUTH-00510,2026-08-12T20:42:24Z,APP-API-02,APP-API-03,ACME\jsmith,WinRM,failure,10.50.45.14,benign,routine authentication
AUTH-00861,2026-08-12T20:43:42Z,APP-API-03,DEPLOY-01,ACME\mrivera,WinRM,success,10.50.8.227,benign,routine authentication
AUTH-01454,2026-08-12T20:44:45Z,FIN-WS-14,FIN-WS-14,ACME\jsmith,WinRM,success,10.50.50.88,benign,routine authentication
AUTH-00099,2026-08-12T20:45:18Z,FILE-02,DEPLOY-01,ACME\svc_deploy,WinRM,failure,10.50.14.101,benign,routine authentication
AUTH-00376,2026-08-12T20:55:41Z,APP-API-03,APP-API-03,ACME\mrivera,NTLM,success,10.50.2.183,benign,routine authentication
AUTH-00652,2026-08-12T21:09:00Z,DEPLOY-01,JUMP-01,NT AUTHORITY\SYSTEM,RDP,success,10.50.13.166,benign,routine authentication
AUTH-01194,2026-08-12T21:10:45Z,APP-API-02,DEPLOY-01,ACME\svc_deploy,NTLM,failure,10.50.34.184,benign,routine authentication
AUTH-00461,2026-08-12T21:18:57Z,FILE-02,FIN-WS-14,NT AUTHORITY\SYSTEM,RDP,failure,10.50.49.113,benign,routine authentication
AUTH-01485,2026-08-12T21:20:49Z,APP-API-02,DEPLOY-01,ACME\svc_deploy,Kerberos,failure,10.50.21.2,benign,routine authentication
AUTH-00855,2026-08-12T21:23:32Z,APP-API-03,APP-API-02,ACME\mrivera,NTLM,success,10.50.37.237,benign,routine authentication
AUTH-00268,2026-08-12T21:25:00Z,APP-API-02,APP-API-02,ACME\svc_backup,WinRM,success,10.50.14.43,benign,routine authentication
AUTH-01434,2026-08-12T21:25:25Z,FILE-02,APP-API-02,ACME\svc_backup,NTLM,success,10.50.3.60,benign,routine authentication
AUTH-01009,2026-08-12T21:28:46Z,APP-API-03,APP-API-03,ACME\svc_deploy,NTLM,success,10.50.21.179,benign,routine authentication
AUTH-00432,2026-08-12T21:37:55Z,DEPLOY-01,APP-API-02,ACME\svc_backup,NTLM,success,10.50.26.154,benign,routine authentication
AUTH-00506,2026-08-12T21:41:36Z,FIN-WS-14,FIN-WS-14,ACME\mrivera,WinRM,success,10.50.19.219,benign,routine authentication
AUTH-01026,2026-08-12T21:42:09Z,APP-API-02,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.16.195,benign,routine authentication
AUTH-00588,2026-08-12T21:44:02Z,APP-API-03,APP-API-03,ACME\svc_deploy,RDP,failure,10.50.9.47,benign,routine authentication
AUTH-00771,2026-08-12T21:49:11Z,JUMP-01,DEPLOY-01,NT AUTHORITY\SYSTEM,NTLM,success,10.50.27.215,benign,routine authentication
AUTH-00959,2026-08-12T21:57:24Z,JUMP-01,FILE-02,ACME\mrivera,Kerberos,failure,10.50.42.112,benign,routine authentication
AUTH-01178,2026-08-12T22:07:41Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,WinRM,success,10.50.32.72,benign,routine authentication
AUTH-01460,2026-08-12T22:24:05Z,JUMP-01,JUMP-01,NT AUTHORITY\SYSTEM,WinRM,success,10.50.12.240,benign,routine authentication
AUTH-00840,2026-08-12T22:33:20Z,APP-API-02,JUMP-01,ACME\mrivera,RDP,success,10.50.44.169,benign,routine authentication
AUTH-00104,2026-08-12T22:51:36Z,FILE-02,FIN-WS-14,NT AUTHORITY\SYSTEM,WinRM,success,10.50.24.234,benign,routine authentication
AUTH-00282,2026-08-12T22:56:28Z,APP-API-03,APP-API-02,NT AUTHORITY\SYSTEM,RDP,success,10.50.41.238,benign,routine authentication
