id,_time,host,actor,action,decision,classification
RESP-N-06368,2026-09-19T15:49:12Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-03940,2026-09-19T15:49:55Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-09443,2026-09-19T15:50:22Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-09842,2026-09-19T15:50:36Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-02104,2026-09-19T15:50:53Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-07612,2026-09-19T15:51:05Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-03902,2026-09-19T15:51:22Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-06210,2026-09-19T15:54:44Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-09698,2026-09-19T15:55:00Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-05010,2026-09-19T15:55:20Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-06958,2026-09-19T15:55:29Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-02510,2026-09-19T15:56:59Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-05358,2026-09-19T15:57:08Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-02143,2026-09-19T15:57:30Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-03235,2026-09-19T15:59:47Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-04817,2026-09-19T16:00:12Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-04129,2026-09-19T16:00:55Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-02305,2026-09-19T16:01:35Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-03095,2026-09-19T16:02:15Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-00093,2026-09-19T16:02:23Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-07539,2026-09-19T16:02:46Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-03191,2026-09-19T16:04:03Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-07622,2026-09-19T16:05:00Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-01314,2026-09-19T16:05:31Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-04733,2026-09-19T16:05:46Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-08625,2026-09-19T16:06:22Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-06169,2026-09-19T16:07:12Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-01543,2026-09-19T16:08:55Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-09756,2026-09-19T16:09:00Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-00802,2026-09-19T16:09:33Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-02007,2026-09-19T16:09:59Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-09285,2026-09-19T16:10:04Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-06277,2026-09-19T16:10:29Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-01523,2026-09-19T16:10:47Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-08930,2026-09-19T16:11:35Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-06051,2026-09-19T16:12:06Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-09341,2026-09-19T16:12:30Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-07529,2026-09-19T16:13:06Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-07487,2026-09-19T16:13:09Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-06500,2026-09-19T16:13:27Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-01980,2026-09-19T16:13:37Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-09554,2026-09-19T16:14:04Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-02611,2026-09-19T16:14:14Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-07665,2026-09-19T16:14:20Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-07371,2026-09-19T16:14:32Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-02449,2026-09-19T16:14:43Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-05138,2026-09-19T16:15:13Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-01961,2026-09-19T16:15:17Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-07161,2026-09-19T16:15:25Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-05008,2026-09-19T16:15:39Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-00147,2026-09-19T16:18:50Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-08214,2026-09-19T16:22:05Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-03644,2026-09-19T16:22:14Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-04596,2026-09-19T16:22:25Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-00902,2026-09-19T16:22:43Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-05294,2026-09-19T16:22:59Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-07753,2026-09-19T16:23:30Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-02444,2026-09-19T16:23:31Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-07720,2026-09-19T16:23:48Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-00926,2026-09-19T16:24:38Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-09826,2026-09-19T16:24:44Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-06070,2026-09-19T16:24:50Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-06674,2026-09-19T16:25:17Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-06723,2026-09-19T16:25:41Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-06633,2026-09-19T16:26:24Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-05108,2026-09-19T16:27:12Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-09004,2026-09-19T16:27:18Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-04983,2026-09-19T16:27:30Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-01476,2026-09-19T16:28:00Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-02649,2026-09-19T16:28:37Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-05633,2026-09-19T16:30:14Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-00830,2026-09-19T16:30:28Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-02245,2026-09-19T16:30:57Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-04669,2026-09-19T16:31:28Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-07196,2026-09-19T16:31:32Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-09311,2026-09-19T16:32:27Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-03194,2026-09-19T16:32:37Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-05412,2026-09-19T16:32:51Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-02613,2026-09-19T16:33:40Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-00729,2026-09-19T16:34:44Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-04499,2026-09-19T16:35:16Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-08417,2026-09-19T16:35:56Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-04070,2026-09-19T16:36:21Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-06057,2026-09-19T16:36:49Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-02868,2026-09-19T16:37:09Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-06717,2026-09-19T16:37:32Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-03608,2026-09-19T16:38:27Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-09077,2026-09-19T16:39:20Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-04449,2026-09-19T16:40:31Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-00063,2026-09-19T16:41:23Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-06900,2026-09-19T16:41:36Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-02156,2026-09-19T16:42:49Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-00445,2026-09-19T16:43:19Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-08130,2026-09-19T16:43:35Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-08330,2026-09-19T16:43:51Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-09041,2026-09-19T16:45:05Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-00325,2026-09-19T16:45:10Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-02753,2026-09-19T16:46:03Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-08220,2026-09-19T16:46:03Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-09733,2026-09-19T16:46:21Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-06208,2026-09-19T16:46:22Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-08619,2026-09-19T16:46:39Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-09249,2026-09-19T16:47:00Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-09768,2026-09-19T16:47:59Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-08119,2026-09-19T16:50:22Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-00567,2026-09-19T16:50:31Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-05955,2026-09-19T16:50:35Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-00327,2026-09-19T16:50:51Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-07170,2026-09-19T16:51:38Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-09570,2026-09-19T16:51:56Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-05618,2026-09-19T16:52:09Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-01159,2026-09-19T16:52:24Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-02214,2026-09-19T16:52:25Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-07573,2026-09-19T16:52:39Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-04062,2026-09-19T16:52:42Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-05117,2026-09-19T16:53:43Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-04353,2026-09-19T16:53:58Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-00153,2026-09-19T16:54:25Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-00390,2026-09-19T16:54:41Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-04705,2026-09-19T16:55:19Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-04463,2026-09-19T16:55:30Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-03449,2026-09-19T16:56:42Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-03951,2026-09-19T16:56:59Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-06815,2026-09-19T16:57:29Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-00089,2026-09-19T16:58:18Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-01849,2026-09-19T16:58:20Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-07223,2026-09-19T16:58:21Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-08546,2026-09-19T16:58:37Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-02051,2026-09-19T17:00:06Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-03881,2026-09-19T17:00:44Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-07775,2026-09-19T17:00:57Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-00685,2026-09-19T17:01:06Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-07040,2026-09-19T17:01:11Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-02797,2026-09-19T17:01:15Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-08683,2026-09-19T17:01:16Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-05767,2026-09-19T17:01:28Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-03696,2026-09-19T17:01:31Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-06640,2026-09-19T17:01:44Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-01347,2026-09-19T17:02:27Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-00835,2026-09-19T17:02:34Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-08301,2026-09-19T17:03:22Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-09208,2026-09-19T17:03:24Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-05877,2026-09-19T17:03:27Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-02043,2026-09-19T17:03:34Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-08132,2026-09-19T17:03:54Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-00149,2026-09-19T17:04:29Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-04665,2026-09-19T17:04:29Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-08813,2026-09-19T17:05:02Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-00864,2026-09-19T17:05:10Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-03330,2026-09-19T17:06:26Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-01993,2026-09-19T17:06:33Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-02944,2026-09-19T17:06:58Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-04974,2026-09-19T17:07:27Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-09138,2026-09-19T17:08:06Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-03532,2026-09-19T17:08:13Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-04908,2026-09-19T17:08:18Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-06651,2026-09-19T17:08:43Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-00950,2026-09-19T17:10:21Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-09667,2026-09-19T17:12:08Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-00533,2026-09-19T17:13:21Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-00217,2026-09-19T17:13:28Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-01195,2026-09-19T17:13:38Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-05006,2026-09-19T17:13:39Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-06753,2026-09-19T17:14:03Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-05323,2026-09-19T17:14:14Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-03545,2026-09-19T17:15:27Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-03837,2026-09-19T17:15:31Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-02122,2026-09-19T17:15:32Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-06159,2026-09-19T17:15:51Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-00777,2026-09-19T17:16:51Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-03282,2026-09-19T17:17:53Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-06498,2026-09-19T17:18:22Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-05564,2026-09-19T17:18:37Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-09263,2026-09-19T17:18:39Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-03701,2026-09-19T17:19:02Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-00119,2026-09-19T17:19:28Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-07623,2026-09-19T17:19:38Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-07731,2026-09-19T17:20:06Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-06052,2026-09-19T17:21:02Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-08811,2026-09-19T17:21:06Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-05029,2026-09-19T17:21:17Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-01000,2026-09-19T17:21:38Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-00017,2026-09-19T17:22:14Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-04566,2026-09-19T17:23:10Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-01537,2026-09-19T17:23:54Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-04978,2026-09-19T17:24:58Z,HR-WS-22,SOC,routine triage,no incident linkage,response
RESP-N-08278,2026-09-19T17:25:44Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-00181,2026-09-19T17:28:39Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-02614,2026-09-19T17:28:53Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-08918,2026-09-19T17:31:06Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-05968,2026-09-19T17:31:35Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-06369,2026-09-19T17:32:13Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-04114,2026-09-19T17:32:51Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-05478,2026-09-19T17:33:29Z,APP-06,SOC,routine triage,no incident linkage,response
RESP-N-09943,2026-09-19T17:33:48Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-02355,2026-09-19T17:34:27Z,DC-01,SOC,routine triage,no incident linkage,response
RESP-N-05664,2026-09-19T17:35:15Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-03520,2026-09-19T17:36:28Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-00707,2026-09-19T17:36:38Z,ENG-WS-17,SOC,routine triage,no incident linkage,response
RESP-N-09433,2026-09-19T17:36:52Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-02110,2026-09-19T17:37:29Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-04241,2026-09-19T17:37:47Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-00760,2026-09-19T17:37:54Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-03771,2026-09-19T17:37:54Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-03093,2026-09-19T17:39:17Z,PATCH-01,SOC,routine triage,no incident linkage,response
RESP-N-01071,2026-09-19T17:39:21Z,MGMT-01,SOC,routine triage,no incident linkage,response
RESP-N-04360,2026-09-19T17:39:41Z,HR-WS-08,SOC,routine triage,no incident linkage,response
RESP-N-05495,2026-09-19T17:40:11Z,FIN-WS-09,SOC,routine triage,no incident linkage,response
RESP-N-07567,2026-09-19T17:40:18Z,PATCH-01,SOC,routine triage,no incident linkage,response
