id,_time,host,user,action,path,process,classification
FILE-N-01297,2026-09-19T15:27:53Z,HR-WS-22,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-00739,2026-09-19T15:28:06Z,ENG-WS-17,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-05718,2026-09-19T15:28:16Z,PATCH-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-06347,2026-09-19T15:29:40Z,APP-06,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-06952,2026-09-19T15:29:55Z,HR-WS-22,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-00351,2026-09-19T15:30:14Z,HR-WS-08,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-03505,2026-09-19T15:31:08Z,DC-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-03032,2026-09-19T15:31:29Z,ENG-WS-17,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-08486,2026-09-19T15:31:48Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-04677,2026-09-19T15:31:53Z,ENG-WS-17,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-09052,2026-09-19T15:31:55Z,ENG-WS-17,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-05101,2026-09-19T15:32:11Z,ENG-WS-17,SYSTEM,read,approved operational file,approved process,benign
FILE-N-04605,2026-09-19T15:32:19Z,HR-WS-22,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-04446,2026-09-19T15:32:33Z,FIN-WS-09,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-07905,2026-09-19T15:33:38Z,APP-06,SYSTEM,read,approved operational file,approved process,benign
FILE-N-03261,2026-09-19T15:33:41Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-03483,2026-09-19T15:33:44Z,MGMT-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-06598,2026-09-19T15:34:12Z,ENG-WS-17,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-08469,2026-09-19T15:34:53Z,ENG-WS-17,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-00208,2026-09-19T15:35:24Z,APP-06,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-04101,2026-09-19T15:35:51Z,PATCH-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-00639,2026-09-19T15:35:53Z,DC-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-08386,2026-09-19T15:37:48Z,APP-06,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-04058,2026-09-19T15:37:49Z,FIN-WS-09,SYSTEM,read,approved operational file,approved process,benign
FILE-N-03523,2026-09-19T15:37:57Z,HR-WS-22,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-09370,2026-09-19T15:39:14Z,APP-06,SYSTEM,create,approved operational file,approved process,benign
FILE-N-03443,2026-09-19T15:39:24Z,HR-WS-22,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-08575,2026-09-19T15:40:27Z,MGMT-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-09090,2026-09-19T15:40:47Z,HR-WS-08,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-09601,2026-09-19T15:41:25Z,MGMT-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-04435,2026-09-19T15:41:56Z,PATCH-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-04014,2026-09-19T15:42:07Z,PATCH-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-04444,2026-09-19T15:42:14Z,PATCH-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-08664,2026-09-19T15:42:32Z,ENG-WS-17,SYSTEM,read,approved operational file,approved process,benign
FILE-N-05445,2026-09-19T15:43:34Z,FIN-WS-09,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-02608,2026-09-19T15:43:43Z,DC-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-08290,2026-09-19T15:43:50Z,MGMT-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-07614,2026-09-19T15:44:52Z,FIN-WS-09,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-01106,2026-09-19T15:45:10Z,APP-06,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-00658,2026-09-19T15:46:06Z,DC-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-00516,2026-09-19T15:46:58Z,HR-WS-08,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-03959,2026-09-19T15:48:35Z,MGMT-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-00898,2026-09-19T15:49:44Z,DC-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-04664,2026-09-19T15:49:44Z,FIN-WS-09,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-01875,2026-09-19T15:50:14Z,APP-06,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-09141,2026-09-19T15:50:40Z,FIN-WS-09,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-04316,2026-09-19T15:51:46Z,FIN-WS-09,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-01571,2026-09-19T15:51:49Z,ENG-WS-17,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-04676,2026-09-19T15:51:53Z,FIN-WS-09,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-09645,2026-09-19T15:52:16Z,ENG-WS-17,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-02374,2026-09-19T15:53:00Z,DC-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-04044,2026-09-19T15:53:25Z,HR-WS-22,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-06170,2026-09-19T15:53:45Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-01150,2026-09-19T15:53:50Z,APP-06,SYSTEM,read,approved operational file,approved process,benign
FILE-N-02549,2026-09-19T15:54:56Z,DC-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-04370,2026-09-19T15:54:59Z,HR-WS-22,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-04436,2026-09-19T15:55:55Z,HR-WS-22,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-02560,2026-09-19T15:57:23Z,APP-06,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-08270,2026-09-19T15:58:10Z,FIN-WS-09,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-08686,2026-09-19T15:58:21Z,ENG-WS-17,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-01207,2026-09-19T15:59:12Z,FIN-WS-09,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-02239,2026-09-19T15:59:34Z,HR-WS-22,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-07744,2026-09-19T15:59:39Z,MGMT-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-04344,2026-09-19T16:00:33Z,HR-WS-08,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-09954,2026-09-19T16:00:53Z,DC-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-01147,2026-09-19T16:00:57Z,ENG-WS-17,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-07078,2026-09-19T16:00:57Z,HR-WS-22,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-07984,2026-09-19T16:02:20Z,FIN-WS-09,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-09762,2026-09-19T16:03:54Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-08027,2026-09-19T16:04:18Z,FIN-WS-09,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-02873,2026-09-19T16:04:44Z,FIN-WS-09,SYSTEM,read,approved operational file,approved process,benign
FILE-N-05032,2026-09-19T16:05:29Z,DC-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-01662,2026-09-19T16:07:40Z,MGMT-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-07092,2026-09-19T16:07:49Z,DC-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-07300,2026-09-19T16:09:05Z,PATCH-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-09743,2026-09-19T16:09:39Z,HR-WS-22,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-05011,2026-09-19T16:10:52Z,APP-06,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-01273,2026-09-19T16:10:54Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-06448,2026-09-19T16:11:13Z,ENG-WS-17,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-07928,2026-09-19T16:11:29Z,DC-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-04347,2026-09-19T16:11:51Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-02534,2026-09-19T16:12:24Z,FIN-WS-09,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-08589,2026-09-19T16:13:36Z,PATCH-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-03702,2026-09-19T16:15:22Z,DC-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-07087,2026-09-19T16:15:46Z,PATCH-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-00915,2026-09-19T16:16:36Z,HR-WS-22,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-07727,2026-09-19T16:16:36Z,PATCH-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-04630,2026-09-19T16:16:40Z,HR-WS-22,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-05869,2026-09-19T16:16:46Z,MGMT-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-01902,2026-09-19T16:16:58Z,MGMT-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-04813,2026-09-19T16:17:03Z,HR-WS-08,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-09870,2026-09-19T16:17:05Z,PATCH-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-01823,2026-09-19T16:17:11Z,ENG-WS-17,SYSTEM,read,approved operational file,approved process,benign
FILE-N-03516,2026-09-19T16:17:49Z,HR-WS-08,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-09625,2026-09-19T16:17:53Z,DC-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-03751,2026-09-19T16:18:34Z,PATCH-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-05706,2026-09-19T16:18:55Z,HR-WS-22,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-07373,2026-09-19T16:21:17Z,HR-WS-22,SYSTEM,read,approved operational file,approved process,benign
FILE-N-05804,2026-09-19T16:21:37Z,HR-WS-08,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-08751,2026-09-19T16:22:09Z,ENG-WS-17,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-06122,2026-09-19T16:24:19Z,HR-WS-22,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-05177,2026-09-19T16:24:47Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-00845,2026-09-19T16:25:01Z,APP-06,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-02682,2026-09-19T16:25:04Z,PATCH-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-04390,2026-09-19T16:25:05Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-01547,2026-09-19T16:26:40Z,HR-WS-22,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-03623,2026-09-19T16:27:32Z,HR-WS-08,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-06419,2026-09-19T16:28:18Z,HR-WS-08,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-08996,2026-09-19T16:28:28Z,DC-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-05374,2026-09-19T16:28:32Z,MGMT-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-03029,2026-09-19T16:28:36Z,HR-WS-08,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-00891,2026-09-19T16:28:54Z,FIN-WS-09,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-02555,2026-09-19T16:29:36Z,HR-WS-22,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-06048,2026-09-19T16:30:00Z,FIN-WS-09,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-08684,2026-09-19T16:30:25Z,HR-WS-08,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-02958,2026-09-19T16:30:27Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-06656,2026-09-19T16:30:58Z,HR-WS-22,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-00826,2026-09-19T16:31:04Z,HR-WS-22,SYSTEM,read,approved operational file,approved process,benign
FILE-N-04833,2026-09-19T16:31:04Z,ENG-WS-17,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-02524,2026-09-19T16:31:31Z,MGMT-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-09855,2026-09-19T16:32:03Z,MGMT-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-08913,2026-09-19T16:32:48Z,APP-06,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-01300,2026-09-19T16:32:49Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-02696,2026-09-19T16:34:00Z,FIN-WS-09,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-00562,2026-09-19T16:34:21Z,HR-WS-08,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-06416,2026-09-19T16:34:39Z,PATCH-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-09963,2026-09-19T16:34:44Z,ENG-WS-17,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-08893,2026-09-19T16:34:56Z,APP-06,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-05225,2026-09-19T16:35:01Z,FIN-WS-09,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-09967,2026-09-19T16:36:15Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-01536,2026-09-19T16:36:25Z,MGMT-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-03815,2026-09-19T16:36:30Z,PATCH-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-00384,2026-09-19T16:36:41Z,HR-WS-22,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-07910,2026-09-19T16:36:55Z,DC-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-08519,2026-09-19T16:38:16Z,HR-WS-08,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-00572,2026-09-19T16:38:24Z,PATCH-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-07022,2026-09-19T16:38:33Z,DC-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-06311,2026-09-19T16:38:49Z,APP-06,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-06853,2026-09-19T16:39:12Z,ENG-WS-17,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-05070,2026-09-19T16:40:52Z,DC-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-00259,2026-09-19T16:41:39Z,HR-WS-22,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-03439,2026-09-19T16:41:44Z,ENG-WS-17,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-09107,2026-09-19T16:42:41Z,ENG-WS-17,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-06670,2026-09-19T16:42:55Z,HR-WS-08,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-03829,2026-09-19T16:44:25Z,APP-06,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-03602,2026-09-19T16:44:28Z,HR-WS-22,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-04140,2026-09-19T16:44:40Z,HR-WS-08,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-03358,2026-09-19T16:45:12Z,DC-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-03095,2026-09-19T16:45:29Z,DC-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-06336,2026-09-19T16:45:58Z,FIN-WS-09,SYSTEM,read,approved operational file,approved process,benign
FILE-N-01244,2026-09-19T16:48:01Z,PATCH-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-02924,2026-09-19T16:48:17Z,ENG-WS-17,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-04207,2026-09-19T16:48:31Z,FIN-WS-09,ACME\\svc_patch,read,approved operational file,approved process,benign
